field_id,record_id,field_name,qualified_name,level,normalized_type,length,decimal_places,signed,storage_type,pic_raw,is_filler,is_condition,occurs_max,shared_level,source_line
FLD-REC-BCHCON-BATCH-CONTROL-CONSTANTS-BCT-TYPE-REPORT,REC-BCHCON-BATCH-CONTROL-CONSTANTS,BCT-TYPE-REPORT,BATCH-CONTROL-CONSTANTS.BCT-PROC-TYPES.BCT-TYPE-REPORT,10,STRING,1,0,False,DISPLAY,X(,False,False,,local,34
FLD-REC-BCHCON-BATCH-CONTROL-CONSTANTS-BCT-TYPE-CLEANUP,REC-BCHCON-BATCH-CONTROL-CONSTANTS,BCT-TYPE-CLEANUP,BATCH-CONTROL-CONSTANTS.BCT-PROC-TYPES.BCT-TYPE-CLEANUP,10,STRING,1,0,False,DISPLAY,X(,False,False,,local,35
FLD-REC-BCHCON-BATCH-CONTROL-CONSTANTS-BCT-DEP-REQUIRED,REC-BCHCON-BATCH-CONTROL-CONSTANTS,BCT-DEP-REQUIRED,BATCH-CONTROL-CONSTANTS.BCT-DEP-TYPES.BCT-DEP-REQUIRED,10,STRING,1,0,False,DISPLAY,X(,False,False,,local,39
FLD-REC-BCHCON-BATCH-CONTROL-CONSTANTS-BCT-DEP-OPTIONAL,REC-BCHCON-BATCH-CONTROL-CONSTANTS,BCT-DEP-OPTIONAL,BATCH-CONTROL-CONSTANTS.BCT-DEP-TYPES.BCT-DEP-OPTIONAL,10,STRING,1,0,False,DISPLAY,X(,False,False,,local,40
FLD-REC-BCHCON-BATCH-CONTROL-CONSTANTS-BCT-DEP-EXCLUSIVE,REC-BCHCON-BATCH-CONTROL-CONSTANTS,BCT-DEP-EXCLUSIVE,BATCH-CONTROL-CONSTANTS.BCT-DEP-TYPES.BCT-DEP-EXCLUSIVE,10,STRING,1,0,False,DISPLAY,X(,False,False,,local,41
FLD-REC-BCHCON-BATCH-CONTROL-CONSTANTS-BCT-START-OF-DAY,REC-BCHCON-BATCH-CONTROL-CONSTANTS,BCT-START-OF-DAY,BATCH-CONTROL-CONSTANTS.BCT-PROC-NAMES.BCT-START-OF-DAY,10,STRING,1,0,False,DISPLAY,X(,False,False,,local,45
FLD-REC-BCHCON-BATCH-CONTROL-CONSTANTS-BCT-END-OF-DAY,REC-BCHCON-BATCH-CONTROL-CONSTANTS,BCT-END-OF-DAY,BATCH-CONTROL-CONSTANTS.BCT-PROC-NAMES.BCT-END-OF-DAY,10,STRING,1,0,False,DISPLAY,X(,False,False,,local,46
FLD-REC-BCHCON-BATCH-CONTROL-CONSTANTS-BCT-EMERGENCY,REC-BCHCON-BATCH-CONTROL-CONSTANTS,BCT-EMERGENCY,BATCH-CONTROL-CONSTANTS.BCT-PROC-NAMES.BCT-EMERGENCY,10,STRING,1,0,False,DISPLAY,X(,False,False,,local,47
FLD-REC-BCHCON-BATCH-CONTROL-CONSTANTS-BCT-REC-CONTROL,REC-BCHCON-BATCH-CONTROL-CONSTANTS,BCT-REC-CONTROL,BATCH-CONTROL-CONSTANTS.BCT-REC-TYPES.BCT-REC-CONTROL,10,STRING,1,0,False,DISPLAY,X(,False,False,,local,51
FLD-REC-BCHCON-BATCH-CONTROL-CONSTANTS-BCT-REC-PROCESS,REC-BCHCON-BATCH-CONTROL-CONSTANTS,BCT-REC-PROCESS,BATCH-CONTROL-CONSTANTS.BCT-REC-TYPES.BCT-REC-PROCESS,10,STRING,1,0,False,DISPLAY,X(,False,False,,local,52
FLD-REC-BCHCON-BATCH-CONTROL-CONSTANTS-BCT-REC-DEPEND,REC-BCHCON-BATCH-CONTROL-CONSTANTS,BCT-REC-DEPEND,BATCH-CONTROL-CONSTANTS.BCT-REC-TYPES.BCT-REC-DEPEND,10,STRING,1,0,False,DISPLAY,X(,False,False,,local,53
FLD-REC-BCHCON-BATCH-CONTROL-CONSTANTS-BCT-REC-HISTORY,REC-BCHCON-BATCH-CONTROL-CONSTANTS,BCT-REC-HISTORY,BATCH-CONTROL-CONSTANTS.BCT-REC-TYPES.BCT-REC-HISTORY,10,STRING,1,0,False,DISPLAY,X(,False,False,,local,54
FLD-REC-BCHCON-BATCH-CONTROL-CONSTANTS-BCT-MSG-STARTING,REC-BCHCON-BATCH-CONTROL-CONSTANTS,BCT-MSG-STARTING,BATCH-CONTROL-CONSTANTS.BCT-MESSAGES.BCT-MSG-STARTING,10,STRING,1,0,False,DISPLAY,X(,False,False,,local,58
FLD-REC-BCHCON-BATCH-CONTROL-CONSTANTS-BCT-MSG-COMPLETE,REC-BCHCON-BATCH-CONTROL-CONSTANTS,BCT-MSG-COMPLETE,BATCH-CONTROL-CONSTANTS.BCT-MESSAGES.BCT-MSG-COMPLETE,10,STRING,1,0,False,DISPLAY,X(,False,False,,local,60
FLD-REC-BCHCON-BATCH-CONTROL-CONSTANTS-BCT-MSG-FAILED,REC-BCHCON-BATCH-CONTROL-CONSTANTS,BCT-MSG-FAILED,BATCH-CONTROL-CONSTANTS.BCT-MESSAGES.BCT-MSG-FAILED,10,STRING,1,0,False,DISPLAY,X(,False,False,,local,62
FLD-REC-BCHCON-BATCH-CONTROL-CONSTANTS-BCT-MSG-WAITING,REC-BCHCON-BATCH-CONTROL-CONSTANTS,BCT-MSG-WAITING,BATCH-CONTROL-CONSTANTS.BCT-MESSAGES.BCT-MSG-WAITING,10,STRING,1,0,False,DISPLAY,X(,False,False,,local,64
FLD-REC-BCHCTL-BATCH-CONTROL-RECORD-BCT-JOB-NAME,REC-BCHCTL-BATCH-CONTROL-RECORD,BCT-JOB-NAME,BATCH-CONTROL-RECORD.BCT-KEY.BCT-JOB-NAME,10,STRING,1,0,False,DISPLAY,X(,False,False,,high_shared,11
FLD-REC-BCHCTL-BATCH-CONTROL-RECORD-BCT-PROCESS-DATE,REC-BCHCTL-BATCH-CONTROL-RECORD,BCT-PROCESS-DATE,BATCH-CONTROL-RECORD.BCT-KEY.BCT-PROCESS-DATE,10,STRING,1,0,False,DISPLAY,X(,False,False,,high_shared,12
FLD-REC-BCHCTL-BATCH-CONTROL-RECORD-BCT-SEQUENCE-NO,REC-BCHCTL-BATCH-CONTROL-RECORD,BCT-SEQUENCE-NO,BATCH-CONTROL-RECORD.BCT-KEY.BCT-SEQUENCE-NO,10,INTEGER,1,0,False,DISPLAY,9(,False,False,,high_shared,13
FLD-REC-BCHCTL-BATCH-CONTROL-RECORD-BCT-STATUS-READY,REC-BCHCTL-BATCH-CONTROL-RECORD,BCT-STATUS-READY,BATCH-CONTROL-RECORD.BCT-DATA.BCT-STATUS.BCT-STATUS-READY,88,CONDITION,0,0,False,N/A,,False,True,,high_shared,16
FLD-REC-BCHCTL-BATCH-CONTROL-RECORD-BCT-STATUS-ACTIVE,REC-BCHCTL-BATCH-CONTROL-RECORD,BCT-STATUS-ACTIVE,BATCH-CONTROL-RECORD.BCT-DATA.BCT-STATUS.BCT-STATUS-ACTIVE,88,CONDITION,0,0,False,N/A,,False,True,,high_shared,17
FLD-REC-BCHCTL-BATCH-CONTROL-RECORD-BCT-STATUS-WAITING,REC-BCHCTL-BATCH-CONTROL-RECORD,BCT-STATUS-WAITING,BATCH-CONTROL-RECORD.BCT-DATA.BCT-STATUS.BCT-STATUS-WAITING,88,CONDITION,0,0,False,N/A,,False,True,,high_shared,18
FLD-REC-BCHCTL-BATCH-CONTROL-RECORD-BCT-STATUS-DONE,REC-BCHCTL-BATCH-CONTROL-RECORD,BCT-STATUS-DONE,BATCH-CONTROL-RECORD.BCT-DATA.BCT-STATUS.BCT-STATUS-DONE,88,CONDITION,0,0,False,N/A,,False,True,,high_shared,19
FLD-REC-BCHCTL-BATCH-CONTROL-RECORD-BCT-STATUS-ERROR,REC-BCHCTL-BATCH-CONTROL-RECORD,BCT-STATUS-ERROR,BATCH-CONTROL-RECORD.BCT-DATA.BCT-STATUS.BCT-STATUS-ERROR,88,CONDITION,0,0,False,N/A,,False,True,,high_shared,20
FLD-REC-BCHCTL-BATCH-CONTROL-RECORD-BCT-STEP-NAME,REC-BCHCTL-BATCH-CONTROL-RECORD,BCT-STEP-NAME,BATCH-CONTROL-RECORD.BCT-DATA.BCT-PROCESS-CONTROL.BCT-STEP-NAME,15,STRING,1,0,False,DISPLAY,X(,False,False,,high_shared,22
FLD-REC-BCHCTL-BATCH-CONTROL-RECORD-BCT-PROGRAM-NAME,REC-BCHCTL-BATCH-CONTROL-RECORD,BCT-PROGRAM-NAME,BATCH-CONTROL-RECORD.BCT-DATA.BCT-PROCESS-CONTROL.BCT-PROGRAM-NAME,15,STRING,1,0,False,DISPLAY,X(,False,False,,high_shared,23
FLD-REC-BCHCTL-BATCH-CONTROL-RECORD-BCT-START-TIME,REC-BCHCTL-BATCH-CONTROL-RECORD,BCT-START-TIME,BATCH-CONTROL-RECORD.BCT-DATA.BCT-PROCESS-CONTROL.BCT-START-TIME,15,STRING,1,0,False,DISPLAY,X(,False,False,,high_shared,24
FLD-REC-BCHCTL-BATCH-CONTROL-RECORD-BCT-END-TIME,REC-BCHCTL-BATCH-CONTROL-RECORD,BCT-END-TIME,BATCH-CONTROL-RECORD.BCT-DATA.BCT-PROCESS-CONTROL.BCT-END-TIME,15,STRING,1,0,False,DISPLAY,X(,False,False,,high_shared,25
FLD-REC-BCHCTL-BATCH-CONTROL-RECORD-BCT-PREREQ-COUNT,REC-BCHCTL-BATCH-CONTROL-RECORD,BCT-PREREQ-COUNT,BATCH-CONTROL-RECORD.BCT-DATA.BCT-DEPENDENCIES.BCT-PREREQ-COUNT,15,INTEGER,1,0,False,DISPLAY,9(,False,False,,high_shared,27
FLD-REC-BCHCTL-BATCH-CONTROL-RECORD-BCT-PREREQ-NAME,REC-BCHCTL-BATCH-CONTROL-RECORD,BCT-PREREQ-NAME,BATCH-CONTROL-RECORD.BCT-DATA.BCT-DEPENDENCIES.BCT-PREREQ-JOBS.BCT-PREREQ-NAME,20,STRING,1,0,False,DISPLAY,X(,False,False,,high_shared,29
FLD-REC-BCHCTL-BATCH-CONTROL-RECORD-BCT-PREREQ-SEQ,REC-BCHCTL-BATCH-CONTROL-RECORD,BCT-PREREQ-SEQ,BATCH-CONTROL-RECORD.BCT-DATA.BCT-DEPENDENCIES.BCT-PREREQ-JOBS.BCT-PREREQ-SEQ,20,INTEGER,1,0,False,DISPLAY,9(,False,False,,high_shared,30
FLD-REC-BCHCTL-BATCH-CONTROL-RECORD-BCT-PREREQ-RC,REC-BCHCTL-BATCH-CONTROL-RECORD,BCT-PREREQ-RC,BATCH-CONTROL-RECORD.BCT-DATA.BCT-DEPENDENCIES.BCT-PREREQ-JOBS.BCT-PREREQ-RC,20,SIGNED_INTEGER,1,0,True,DISPLAY,S9(,False,False,,high_shared,31
FLD-REC-BCHCTL-BATCH-CONTROL-RECORD-BCT-RETURN-CODE,REC-BCHCTL-BATCH-CONTROL-RECORD,BCT-RETURN-CODE,BATCH-CONTROL-RECORD.BCT-DATA.BCT-RETURN-INFO.BCT-RETURN-CODE,15,SIGNED_INTEGER,1,0,True,DISPLAY,S9(,False,False,,high_shared,33
FLD-REC-BCHCTL-BATCH-CONTROL-RECORD-BCT-ERROR-DESC,REC-BCHCTL-BATCH-CONTROL-RECORD,BCT-ERROR-DESC,BATCH-CONTROL-RECORD.BCT-DATA.BCT-RETURN-INFO.BCT-ERROR-DESC,15,STRING,1,0,False,DISPLAY,X(,False,False,,high_shared,34
FLD-REC-BCHCTL-BATCH-CONTROL-RECORD-BCT-RESTART-COUNT,REC-BCHCTL-BATCH-CONTROL-RECORD,BCT-RESTART-COUNT,BATCH-CONTROL-RECORD.BCT-STATISTICS.BCT-RESTART-COUNT,10,INTEGER,1,0,False,DISPLAY,9(,False,False,,high_shared,36
FLD-REC-BCHCTL-BATCH-CONTROL-RECORD-BCT-ATTEMPT-TS,REC-BCHCTL-BATCH-CONTROL-RECORD,BCT-ATTEMPT-TS,BATCH-CONTROL-RECORD.BCT-STATISTICS.BCT-ATTEMPT-TS,10,STRING,1,0,False,DISPLAY,X(,False,False,,high_shared,37
FLD-REC-BCHCTL-BATCH-CONTROL-RECORD-BCT-COMPLETE-TS,REC-BCHCTL-BATCH-CONTROL-RECORD,BCT-COMPLETE-TS,BATCH-CONTROL-RECORD.BCT-STATISTICS.BCT-COMPLETE-TS,10,STRING,1,0,False,DISPLAY,X(,False,False,,high_shared,38
FLD-REC-BCHCTL-BATCH-CONTROL-RECORD-BCT-FILLER,REC-BCHCTL-BATCH-CONTROL-RECORD,BCT-FILLER,BATCH-CONTROL-RECORD.BCT-FILLER,5,STRING,1,0,False,DISPLAY,X(,False,False,,high_shared,39
FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-PROGRAM-ID,REC-CKPRST-CHECKPOINT-CONTROL,CK-PROGRAM-ID,CHECKPOINT-CONTROL.CK-HEADER.CK-PROGRAM-ID,10,STRING,1,0,False,DISPLAY,X(,False,False,,local,8
FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-RUN-DATE,REC-CKPRST-CHECKPOINT-CONTROL,CK-RUN-DATE,CHECKPOINT-CONTROL.CK-HEADER.CK-RUN-DATE,10,STRING,1,0,False,DISPLAY,X(,False,False,,local,9
FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-RUN-TIME,REC-CKPRST-CHECKPOINT-CONTROL,CK-RUN-TIME,CHECKPOINT-CONTROL.CK-HEADER.CK-RUN-TIME,10,STRING,1,0,False,DISPLAY,X(,False,False,,local,10
FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-INITIAL,REC-CKPRST-CHECKPOINT-CONTROL,CK-INITIAL,CHECKPOINT-CONTROL.CK-HEADER.CK-STATUS.CK-INITIAL,88,CONDITION,0,0,False,N/A,,False,True,,local,12
FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-ACTIVE,REC-CKPRST-CHECKPOINT-CONTROL,CK-ACTIVE,CHECKPOINT-CONTROL.CK-HEADER.CK-STATUS.CK-ACTIVE,88,CONDITION,0,0,False,N/A,,False,True,,local,13
FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-COMPLETE,REC-CKPRST-CHECKPOINT-CONTROL,CK-COMPLETE,CHECKPOINT-CONTROL.CK-HEADER.CK-STATUS.CK-COMPLETE,88,CONDITION,0,0,False,N/A,,False,True,,local,14
FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-FAILED,REC-CKPRST-CHECKPOINT-CONTROL,CK-FAILED,CHECKPOINT-CONTROL.CK-HEADER.CK-STATUS.CK-FAILED,88,CONDITION,0,0,False,N/A,,False,True,,local,15
FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-RESTARTED,REC-CKPRST-CHECKPOINT-CONTROL,CK-RESTARTED,CHECKPOINT-CONTROL.CK-HEADER.CK-STATUS.CK-RESTARTED,88,CONDITION,0,0,False,N/A,,False,True,,local,16
FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-RECORDS-READ,REC-CKPRST-CHECKPOINT-CONTROL,CK-RECORDS-READ,CHECKPOINT-CONTROL.CK-COUNTERS.CK-RECORDS-READ,10,INTEGER,9,0,False,DISPLAY,9(9),False,False,,local,19
FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-RECORDS-PROC,REC-CKPRST-CHECKPOINT-CONTROL,CK-RECORDS-PROC,CHECKPOINT-CONTROL.CK-COUNTERS.CK-RECORDS-PROC,10,INTEGER,9,0,False,DISPLAY,9(9),False,False,,local,20
FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-RECORDS-ERROR,REC-CKPRST-CHECKPOINT-CONTROL,CK-RECORDS-ERROR,CHECKPOINT-CONTROL.CK-COUNTERS.CK-RECORDS-ERROR,10,INTEGER,9,0,False,DISPLAY,9(9),False,False,,local,21
FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-RESTART-COUNT,REC-CKPRST-CHECKPOINT-CONTROL,CK-RESTART-COUNT,CHECKPOINT-CONTROL.CK-COUNTERS.CK-RESTART-COUNT,10,INTEGER,1,0,False,DISPLAY,9(,False,False,,local,22
