:START_ID,source_line:int,is_primary:boolean,condition_id,:END_ID,:TYPE
RULE-VALIDATE-VALUE-HAS-REQUIRED-VALUE,,true,,TSTGEN00::2100-GENERATE-TEST-DATA,ENFORCED_IN
RULE-VALIDATE-VALUE-HAS-REQUIRED-VALUE,,true,,TSTVAL00::2100-EXECUTE-TEST,ENFORCED_IN
RULE-VALIDATE-VALUE-HAS-REQUIRED-VALUE,,true,,UTLMNT00::2100-PROCESS-FUNCTION,ENFORCED_IN
RULE-VALIDATE-VALUE-HAS-REQUIRED-VALUE,,true,,UTLVAL00::2100-PROCESS-VALIDATION,ENFORCED_IN
RULE-VALIDATE-PREREQS-SATISFIED-HAS-REQUIRED-VALUE,,true,,BCHCTL00::2000-CHECK-PREREQUISITES,ENFORCED_IN
RULE-VALIDATE-USE-ARRAY-FETCH-HAS-REQUIRED-VALUE,,true,,CURSMGR::P100-DECLARE-CURSOR,ENFORCED_IN
RULE-HANDLE-SQLCODE-EQUALS-SPECIFIED-VALUE,,true,,CURSMGR::END-EXEC,ENFORCED_IN
RULE-HANDLE-SQLCODE-EQUALS-SPECIFIED-VALUE,,true,,CURSMGR::P200-OPEN-CURSOR,ENFORCED_IN
RULE-HANDLE-SQLCODE-EQUALS-SPECIFIED-VALUE,,true,,DB2CMT::2100-ISSUE-COMMIT,ENFORCED_IN
RULE-HANDLE-SQLCODE-EQUALS-SPECIFIED-VALUE,,true,,DB2CMT::3000-ROLLBACK,ENFORCED_IN
RULE-HANDLE-SQLCODE-EQUALS-SPECIFIED-VALUE,,true,,DB2CMT::4000-SAVEPOINT,ENFORCED_IN
RULE-HANDLE-SQLCODE-EQUALS-SPECIFIED-VALUE,,true,,DB2CMT::5000-RESTORE,ENFORCED_IN
RULE-HANDLE-SQLCODE-EQUALS-SPECIFIED-VALUE,,true,,DB2CONN::1000-CONNECT,ENFORCED_IN
RULE-HANDLE-SQLCODE-EQUALS-SPECIFIED-VALUE,,true,,DB2CONN::2000-DISCONNECT,ENFORCED_IN
RULE-HANDLE-SQLCODE-EQUALS-SPECIFIED-VALUE,,true,,DB2CONN::3000-CHECK-STATUS,ENFORCED_IN
RULE-HANDLE-SQLCODE-EQUALS-SPECIFIED-VALUE,,true,,DB2ERR::1200-INSERT-ERROR,ENFORCED_IN
RULE-HANDLE-SQLCODE-EQUALS-SPECIFIED-VALUE,,true,,DB2ERR::3000-RETRIEVE-ERROR,ENFORCED_IN
RULE-HANDLE-SQLCODE-EQUALS-SPECIFIED-VALUE,,true,,DB2ONLN::P110-ESTABLISH-CONNECTION,ENFORCED_IN
RULE-HANDLE-SQLCODE-EQUALS-SPECIFIED-VALUE,,true,,DB2ONLN::P200-PROCESS-DISCONNECT,ENFORCED_IN
RULE-HANDLE-SQLCODE-EQUALS-SPECIFIED-VALUE,,true,,DB2ONLN::END-EXEC,ENFORCED_IN
RULE-HANDLE-SQLCODE-EQUALS-SPECIFIED-VALUE,,true,,DB2RECV::P200-RECOVER-TRANSACTION,ENFORCED_IN
RULE-HANDLE-SQLCODE-EQUALS-SPECIFIED-VALUE,,true,,DB2STAT::1200-INSERT-INITIAL,ENFORCED_IN
RULE-HANDLE-SQLCODE-EQUALS-SPECIFIED-VALUE,,true,,DB2STAT::2000-UPDATE-STATS,ENFORCED_IN
RULE-HANDLE-SQLCODE-EQUALS-SPECIFIED-VALUE,,true,,DB2STAT::3000-TERMINATE,ENFORCED_IN
RULE-HANDLE-SQLCODE-EQUALS-SPECIFIED-VALUE,,true,,DB2STAT::4000-DISPLAY-STATS,ENFORCED_IN
RULE-HANDLE-SQLCODE-EQUALS-SPECIFIED-VALUE,,true,,ERRHNDL::END-EXEC,ENFORCED_IN
RULE-HANDLE-SQLCODE-EQUALS-SPECIFIED-VALUE,,true,,HISTLD00::2200-LOAD-TO-DB2,ENFORCED_IN
RULE-HANDLE-SQLCODE-EQUALS-SPECIFIED-VALUE,,true,,RTNANA00::END-EXEC,ENFORCED_IN
RULE-HANDLE-SQLCODE-EQUALS-SPECIFIED-VALUE,,true,,RTNCDE00::END-EXEC,ENFORCED_IN
RULE-HANDLE-SQLCODE-EQUALS-SPECIFIED-VALUE,,true,,SECMGR::END-EXEC,ENFORCED_IN
RULE-VALIDATE-LS-RECORDS-PROC-EQUALS-SPECIFIED-VALUE,,true,,DB2CMT::2000-COMMIT,ENFORCED_IN
RULE-ENFORCE-WS-RETRY-COUNT-HAS-REQUIRED-VALUE,,true,,DB2CONN::1000-CONNECT,ENFORCED_IN
RULE-HANDLE-VALUE-HAS-REQUIRED-VALUE,,true,,DB2CONN::1100-HANDLE-CONN-ERROR,ENFORCED_IN
RULE-HANDLE-VALUE-HAS-REQUIRED-VALUE,,true,,DB2ERR::2000-DIAGNOSE-ERROR,ENFORCED_IN
RULE-HANDLE-VALUE-HAS-REQUIRED-VALUE,,true,,PORTMSTR::2100-HANDLE-VSAM-ERROR,ENFORCED_IN
RULE-VALIDATE-WS-CONNECTED-HAS-REQUIRED-VALUE,,true,,DB2CONN::2000-DISCONNECT,ENFORCED_IN
RULE-HANDLE-LS-SQLCODE-HAS-REQUIRED-VALUE,,true,,DB2ERR::1100-SET-SEVERITY,ENFORCED_IN
RULE-HANDLE-LS-SQLCODE-HAS-REQUIRED-VALUE,,true,,DB2ERR::2000-DIAGNOSE-ERROR,ENFORCED_IN
RULE-ENFORCE-WS-ACTIVE-CONNECTIONS-HAS-REQUIRED-VALUE,,true,,DB2ONLN::P100-PROCESS-CONNECT,ENFORCED_IN
RULE-VALIDATE-RECV-SUCCESS-HAS-REQUIRED-VALUE,,true,,DB2RECV::P100-RECOVER-CONNECTION,ENFORCED_IN
RULE-VALIDATE-RECV-SUCCESS-HAS-REQUIRED-VALUE,,true,,INQHIST::END-EXEC,ENFORCED_IN
RULE-ENFORCE-WS-RETRY-COUNT-EQUALS-SPECIFIED-VALUE,,true,,DB2RECV::END-PERFORM,ENFORCED_IN
RULE-HANDLE-OF-EQUALS-SPECIFIED-VALUE,,true,,DB2RECV::END-EXEC,ENFORCED_IN
RULE-VALIDATE-ERROR-CONTINUE-ERROR-CONTINUE,,true,,DB2RECV::END-EXEC,ENFORCED_IN
RULE-HANDLE-SQLCODE-MEETS-CRITERIA,,true,,DB2STAT::1100-CREATE-STATS-TABLE,ENFORCED_IN
RULE-HANDLE-ERROR-TRACE-ID-IS-NOT-ZERO-OR-EMPTY,,true,,ERRHNDL::P100-INIT-ERROR-HANDLER,ENFORCED_IN
RULE-HANDLE-WS-LOG-STATUS-IS-00,,true,,ERRPROC::1000-INITIALIZE,ENFORCED_IN
RULE-HANDLE-WS-LOG-STATUS-IS-00,,true,,ERRPROC::2100-WRITE-LOG,ENFORCED_IN
RULE-HANDLE-WS-LOG-STATUS-IS-00,,true,,UTLMON00::1100-OPEN-FILES,ENFORCED_IN
RULE-VALIDATE-MORE-RECORDS-HAS-REQUIRED-VALUE,,true,,HISTLD00::2000-PROCESS,ENFORCED_IN
RULE-HANDLE-WS-TH-STATUS-IS-00,,true,,HISTLD00::1100-OPEN-FILES,ENFORCED_IN
RULE-HANDLE-WS-BCT-STATUS-IS-00,,true,,HISTLD00::1100-OPEN-FILES,ENFORCED_IN
RULE-HANDLE-WS-BCT-STATUS-IS-00,,true,,PRCSEQ00::1100-OPEN-FILES,ENFORCED_IN
RULE-HANDLE-WS-BCT-STATUS-IS-00,,true,,RCVPRC00::1100-OPEN-FILES,ENFORCED_IN
RULE-HANDLE-WS-BCT-STATUS-IS-00,,true,,RCVPRC00::3200-CLOSE-FILES,ENFORCED_IN
RULE-VALIDATE-WS-COMMIT-COUNT-EQUALS-SPECIFIED-VALUE,,true,,HISTLD00::2300-CHECK-COMMIT,ENFORCED_IN
RULE-HANDLE-DB2-RESPONSE-CODE-EQUALS-SPECIFIED-VALUE,,true,,INQHIST::END-EXEC,ENFORCED_IN
RULE-HANDLE-CURS-RESPONSE-CODE-EQUALS-SPECIFIED-VALUE,,true,,INQHIST::END-EXEC,ENFORCED_IN
RULE-HANDLE-SEC-RESPONSE-CODE-EQUALS-SPECIFIED-VALUE,,true,,INQONLN::END-EXEC,ENFORCED_IN
RULE-VALIDATE-ERROR-ABEND-ERROR-ABEND,,true,,INQONLN::END-EXEC,ENFORCED_IN
RULE-HANDLE-WS-RESPONSE-CODE-EQUALS-SPECIFIED-VALUE,,true,,INQPORT::END-EXEC,ENFORCED_IN
RULE-HANDLE-WS-SUCCESS-STATUS-HAS-REQUIRED-VALUE,,true,,PORTADD::1000-INITIALIZE,ENFORCED_IN
RULE-HANDLE-WS-SUCCESS-STATUS-HAS-REQUIRED-VALUE,,true,,PORTDEL::1000-INITIALIZE,ENFORCED_IN
RULE-HANDLE-WS-SUCCESS-STATUS-HAS-REQUIRED-VALUE,,true,,PORTDEL::2200-DELETE-RECORD,ENFORCED_IN
RULE-HANDLE-WS-SUCCESS-STATUS-HAS-REQUIRED-VALUE,,true,,PORTREAD::1000-INITIALIZE,ENFORCED_IN
RULE-HANDLE-WS-SUCCESS-STATUS-HAS-REQUIRED-VALUE,,true,,PORTUPDT::1000-INITIALIZE,ENFORCED_IN
RULE-HANDLE-WS-SUCCESS-STATUS-HAS-REQUIRED-VALUE,,true,,PORTUPDT::2100-PROCESS-UPDATE,ENFORCED_IN
RULE-HANDLE-WS-SUCCESS-STATUS-HAS-REQUIRED-VALUE,,true,,PORTUPDT::2200-APPLY-UPDATE,ENFORCED_IN
RULE-VALIDATE-PORT-ID-IS-NOT-ZERO-OR-EMPTY,,true,,PORTADD::2100-VALIDATE-AND-ADD,ENFORCED_IN
RULE-VALIDATE-WS-AUD-SUCCESS-HAS-REQUIRED-VALUE,,true,,PORTDEL::2300-WRITE-AUDIT,ENFORCED_IN
RULE-VALIDATE-PORT-SUCCESS-HAS-REQUIRED-VALUE,,true,,PORTMSTR::1000-INITIALIZE,ENFORCED_IN
RULE-VALIDATE-PORT-SUCCESS-HAS-REQUIRED-VALUE,,true,,PORTMSTR::2000-CREATE-PORTFOLIO,ENFORCED_IN
RULE-VALIDATE-PORT-SUCCESS-HAS-REQUIRED-VALUE,,true,,PORTMSTR::4000-UPDATE-PORTFOLIO,ENFORCED_IN
RULE-VALIDATE-PORT-SUCCESS-HAS-REQUIRED-VALUE,,true,,PORTMSTR::5000-DELETE-PORTFOLIO,ENFORCED_IN
RULE-VALIDATE-WS-SUCCESS-EQUALS-SPECIFIED-VALUE,,true,,PORTMSTR::2000-CREATE-PORTFOLIO,ENFORCED_IN
RULE-VALIDATE-WS-SUCCESS-EQUALS-SPECIFIED-VALUE,,true,,PORTMSTR::4000-UPDATE-PORTFOLIO,ENFORCED_IN
RULE-VALIDATE-PORT-DUP-KEY-HAS-REQUIRED-VALUE,,true,,PORTMSTR::2000-CREATE-PORTFOLIO,ENFORCED_IN
RULE-VALIDATE-PORT-IS-PORT,,true,,PORTMSTR::2100-VALIDATE-PORTFOLIO,ENFORCED_IN
RULE-VALIDATE-PORT-NAME-IS-NOT-ZERO-OR-EMPTY,,true,,PORTMSTR::2100-VALIDATE-PORTFOLIO,ENFORCED_IN
RULE-HANDLE-VALID-STATUS-HAS-REQUIRED-VALUE,,true,,PORTMSTR::2100-VALIDATE-PORTFOLIO,ENFORCED_IN
RULE-VALIDATE-PORT-NOT-FOUND-HAS-REQUIRED-VALUE,,true,,PORTMSTR::4000-UPDATE-PORTFOLIO,ENFORCED_IN
RULE-VALIDATE-PORT-NOT-FOUND-HAS-REQUIRED-VALUE,,true,,PORTMSTR::5000-DELETE-PORTFOLIO,ENFORCED_IN
RULE-HANDLE-WS-TRAN-STATUS-IS-00,,true,,PORTTRAN::0000-MAIN,ENFORCED_IN
RULE-HANDLE-WS-TRAN-STATUS-IS-00,,true,,PORTTRAN::1000-INITIALIZE,ENFORCED_IN
RULE-HANDLE-WS-TRAN-STATUS-IS-00,,true,,RPTPOS00::1100-OPEN-FILES,ENFORCED_IN
RULE-HANDLE-WS-TRAN-STATUS-IS-00,,true,,TSTGEN00::1100-OPEN-FILES,ENFORCED_IN
RULE-HANDLE-WS-TRAN-STATUS-IS-00,,true,,UTLVAL00::1100-OPEN-FILES,ENFORCED_IN
RULE-HANDLE-WS-PORT-STATUS-IS-00,,true,,PORTTRAN::1000-INITIALIZE,ENFORCED_IN
RULE-HANDLE-WS-PORT-STATUS-IS-00,,true,,PORTTRAN::2300-UPDATE-AUDIT-TRAIL,ENFORCED_IN
RULE-HANDLE-WS-PORT-STATUS-IS-00,,true,,TSTGEN00::1100-OPEN-FILES,ENFORCED_IN
RULE-VALIDATE-ERROR-TEXT-IS-NOT-ZERO-OR-EMPTY,,true,,PORTTRAN::2100-VALIDATE-TRANSACTION,ENFORCED_IN
RULE-VALIDATE-TRN-PORTFOLIO-ID-IS-NOT-ZERO-OR-EMPTY,,true,,PORTTRAN::2110-CHECK-PORTFOLIO,ENFORCED_IN
RULE-VALIDATE-ZERO-EQUALS-SPECIFIED-VALUE,,true,,PORTTRAN::2130-CHECK-AMOUNTS,ENFORCED_IN
RULE-VALIDATE-TRN-PRICE-MEETS-CRITERIA,,true,,PORTTRAN::2130-CHECK-AMOUNTS,ENFORCED_IN
RULE-VALIDATE-TRN-AMOUNT-MEETS-CRITERIA,,true,,PORTTRAN::2130-CHECK-AMOUNTS,ENFORCED_IN
RULE-VALIDATE-TRN-QUANTITY-HAS-REQUIRED-VALUE,,true,,PORTTRAN::2220-PROCESS-SELL,ENFORCED_IN
RULE-VALIDATE-ZERO-IS-NOT-ZERO-OR-EMPTY,,true,,PORTTRAN::2310-WRITE-AUDIT-RECORD,ENFORCED_IN
RULE-VALIDATE-ZERO-IS-NOT-ZERO-OR-EMPTY,,true,,PRCSEQ00::2000-GET-NEXT-PROCESS,ENFORCED_IN
RULE-VALIDATE-ZERO-IS-NOT-ZERO-OR-EMPTY,,true,,PRCSEQ00::2200-CHECK-DEPENDENCIES,ENFORCED_IN
RULE-VALIDATE-ZERO-IS-NOT-ZERO-OR-EMPTY,,true,,RCVPRC00::3100-UPDATE-FINAL-STATUS,ENFORCED_IN
RULE-VALIDATE-LS-INPUT-VALUE-EQUALS-SPECIFIED-VALUE,,true,,PORTVALD::1000-VALIDATE-ID,ENFORCED_IN
RULE-VALIDATE-NUMERIC-HAS-REQUIRED-VALUE,,true,,PORTVALD::1000-VALIDATE-ID,ENFORCED_IN
RULE-VALIDATE-NUMERIC-HAS-REQUIRED-VALUE,,true,,PORTVALD::2000-VALIDATE-ACCOUNT,ENFORCED_IN
RULE-VALIDATE-LS-INPUT-VALUE-IS-STK,,true,,PORTVALD::3000-VALIDATE-TYPE,ENFORCED_IN
RULE-ENFORCE-VAL-TEMP-NUMBER-HAS-REQUIRED-VALUE,,true,,PORTVALD::4000-VALIDATE-AMOUNT,ENFORCED_IN
RULE-HANDLE-WS-PSR-STATUS-IS-00,,true,,PRCSEQ00::1100-OPEN-FILES,ENFORCED_IN
RULE-HANDLE-WS-PSR-STATUS-IS-00,,true,,PRCSEQ00::4200-CLOSE-FILES,ENFORCED_IN
RULE-HANDLE-WS-PSR-STATUS-IS-00,,true,,RCVPRC00::1100-OPEN-FILES,ENFORCED_IN
RULE-VALIDATE-PSR-TYPE-EQUALS-SPECIFIED-VALUE,,true,,PRCSEQ00::1200-BUILD-SEQUENCE,ENFORCED_IN
RULE-HANDLE-BCT-STATUS-READY-EQUALS-SPECIFIED-VALUE,,true,,PRCSEQ00::2100-FIND-NEXT-READY,ENFORCED_IN
RULE-VALIDATE-WS-SEQUENCE-IX-HAS-REQUIRED-VALUE,,true,,PRCSEQ00::2100-FIND-NEXT-READY,ENFORCED_IN
RULE-HANDLE-BCT-STATUS-DONE-BCT-STATUS-DONE,,true,,PRCSEQ00::2210-CHECK-DEP-STATUS,ENFORCED_IN
RULE-VALIDATE-WS-SUB-MEETS-CONDITION,,true,,PRCSEQ00::2210-CHECK-DEP-STATUS,ENFORCED_IN
RULE-VALIDATE-BCT-RETURN-CODE-HAS-REQUIRED-VALUE,,true,,PRCSEQ00::2210-CHECK-DEP-STATUS,ENFORCED_IN
RULE-VALIDATE-WS-PROC-ID-EQUALS-SPECIFIED-VALUE,,true,,PRCSEQ00::3200-UPDATE-SEQUENCE-TABLE,ENFORCED_IN
RULE-HANDLE-WS-SEQUENCE-IX-EQUALS-SPECIFIED-VALUE,,true,,PRCSEQ00::3300-CHECK-COMPLETION,ENFORCED_IN
RULE-HANDLE-BCT-STATUS-ERROR-EQUALS-SPECIFIED-VALUE,,true,,PRCSEQ00::3300-CHECK-COMPLETION,ENFORCED_IN
RULE-VALIDATE-WS-ERROR-COUNT-HAS-REQUIRED-VALUE,,true,,PRCSEQ00::4100-CHECK-FINAL-STATUS,ENFORCED_IN
RULE-VALIDATE-ZERO-HAS-REQUIRED-VALUE,,true,,PRCSEQ00::4100-CHECK-FINAL-STATUS,ENFORCED_IN
RULE-VALIDATE-LS-PROCESS-DATE-IS-NOT-ZERO-OR-EMPTY,,true,,RCVPRC00::1200-VALIDATE-REQUEST,ENFORCED_IN
RULE-VALIDATE-LS-PROCESS-ID-MEETS-CRITERIA,,true,,RCVPRC00::1300-SET-RECOVERY-MODE,ENFORCED_IN
RULE-VALIDATE-PSR-RESTARTABLE-PSR-RESTARTABLE,,true,,RCVPRC00::2110-DETERMINE-ACTION,ENFORCED_IN
RULE-ENFORCE-BCT-MAXIMUM-RESTARTS-HAS-REQUIRED-VALUE,,true,,RCVPRC00::2110-DETERMINE-ACTION,ENFORCED_IN
RULE-VALIDATE-BCT-PROCESS-DATE-EQUALS-SPECIFIED-VALUE,,true,,RCVPRC00::2200-RECOVER-SEQUENCE,ENFORCED_IN
RULE-HANDLE-WS-AUDIT-STATUS-IS-00,,true,,RPTAUD00::1100-OPEN-FILES,ENFORCED_IN
RULE-HANDLE-WS-ERROR-STATUS-IS-00,,true,,RPTAUD00::1100-OPEN-FILES,ENFORCED_IN
RULE-HANDLE-WS-REPORT-STATUS-IS-00,,true,,RPTAUD00::1100-OPEN-FILES,ENFORCED_IN
RULE-HANDLE-WS-REPORT-STATUS-IS-00,,true,,RPTPOS00::1100-OPEN-FILES,ENFORCED_IN
RULE-HANDLE-WS-REPORT-STATUS-IS-00,,true,,RPTSTA00::1100-OPEN-FILES,ENFORCED_IN
RULE-HANDLE-WS-REPORT-STATUS-IS-00,,true,,RTNANA00::P100-INIT-PROGRAM,ENFORCED_IN
RULE-HANDLE-WS-REPORT-STATUS-IS-00,,true,,UTLMNT00::1100-OPEN-FILES,ENFORCED_IN
RULE-HANDLE-WS-POSITION-STATUS-IS-00,,true,,RPTPOS00::1100-OPEN-FILES,ENFORCED_IN
RULE-HANDLE-WS-DB2-STATUS-IS-00,,true,,RPTSTA00::1100-OPEN-FILES,ENFORCED_IN
RULE-HANDLE-WS-DB2-STATUS-IS-00,,true,,UTLMON00::1100-OPEN-FILES,ENFORCED_IN
RULE-HANDLE-WS-BCH-STATUS-IS-00,,true,,RPTSTA00::1100-OPEN-FILES,ENFORCED_IN
RULE-VALIDATE-RESPONSE-NEW-CODE-HAS-REQUIRED-VALUE,,true,,RTNCDE00::P200-SET-RETURN-CODE,ENFORCED_IN
RULE-HANDLE-NORMAL-EQUALS-SPECIFIED-VALUE,,true,,SECMGR::END-EXEC,ENFORCED_IN
RULE-VALIDATE-SEC-USER-ID-EQUALS-SPECIFIED-VALUE,,true,,SECMGR::END-EXEC,ENFORCED_IN
RULE-VALIDATE-WS-DB2-AREA-HAS-REQUIRED-VALUE,,true,,SECMGR::END-EXEC,ENFORCED_IN
RULE-HANDLE-WS-CFG-STATUS-IS-00,,true,,TSTGEN00::1100-OPEN-FILES,ENFORCED_IN
RULE-HANDLE-WS-CFG-STATUS-IS-00,,true,,UTLMON00::1100-OPEN-FILES,ENFORCED_IN
RULE-HANDLE-WS-RAND-STATUS-IS-00,,true,,TSTGEN00::1100-OPEN-FILES,ENFORCED_IN
RULE-HANDLE-WS-ERROR-COUNT-HAS-REQUIRED-VALUE,,true,,TSTGEN00::9999-ERROR-HANDLER,ENFORCED_IN
RULE-HANDLE-WS-ERROR-COUNT-HAS-REQUIRED-VALUE,,true,,UTLMNT00::9999-ERROR-HANDLER,ENFORCED_IN
RULE-HANDLE-WS-TEST-STATUS-IS-00,,true,,TSTVAL00::1100-OPEN-FILES,ENFORCED_IN
RULE-HANDLE-WS-EXPIRY-STATUS-IS-00,,true,,TSTVAL00::1100-OPEN-FILES,ENFORCED_IN
RULE-HANDLE-WS-ACT-STATUS-IS-00,,true,,TSTVAL00::1100-OPEN-FILES,ENFORCED_IN
RULE-HANDLE-WS-RPT-STATUS-IS-00,,true,,TSTVAL00::1100-OPEN-FILES,ENFORCED_IN
RULE-HANDLE-WS-RPT-STATUS-IS-00,,true,,UTLVAL00::1100-OPEN-FILES,ENFORCED_IN
RULE-HANDLE-WS-CTL-STATUS-IS-00,,true,,UTLMNT00::1100-OPEN-FILES,ENFORCED_IN
RULE-HANDLE-WS-ARCH-STATUS-IS-00,,true,,UTLMNT00::1100-OPEN-FILES,ENFORCED_IN
RULE-HANDLE-WS-ALERT-STATUS-IS-00,,true,,UTLMON00::1100-OPEN-FILES,ENFORCED_IN
RULE-VALIDATE-THRESHOLD-MET-HAS-REQUIRED-VALUE,,true,,UTLMON00::2400-GENERATE-ALERTS,ENFORCED_IN
RULE-HANDLE-WS-VAL-STATUS-IS-00,,true,,UTLVAL00::1100-OPEN-FILES,ENFORCED_IN
RULE-HANDLE-WS-POS-STATUS-IS-00,,true,,UTLVAL00::1100-OPEN-FILES,ENFORCED_IN
