:START_ID,level:int,:END_ID,:TYPE
REC-AUDITLOG-AUDIT-RECORD,88,FLD-REC-AUDITLOG-AUDIT-RECORD-AUD-SHUTDOWN,CONTAINS
REC-AUDITLOG-AUDIT-RECORD,88,FLD-REC-AUDITLOG-AUDIT-RECORD-AUD-SUCCESS,CONTAINS
REC-AUDITLOG-AUDIT-RECORD,88,FLD-REC-AUDITLOG-AUDIT-RECORD-AUD-FAILURE,CONTAINS
REC-AUDITLOG-AUDIT-RECORD,88,FLD-REC-AUDITLOG-AUDIT-RECORD-AUD-WARNING,CONTAINS
REC-AUDITLOG-AUDIT-RECORD,10,FLD-REC-AUDITLOG-AUDIT-RECORD-AUD-PORTFOLIO-ID,CONTAINS
REC-AUDITLOG-AUDIT-RECORD,10,FLD-REC-AUDITLOG-AUDIT-RECORD-AUD-ACCOUNT-NO,CONTAINS
REC-AUDITLOG-AUDIT-RECORD,5,FLD-REC-AUDITLOG-AUDIT-RECORD-AUD-BEFORE-IMAGE,CONTAINS
REC-AUDITLOG-AUDIT-RECORD,5,FLD-REC-AUDITLOG-AUDIT-RECORD-AUD-AFTER-IMAGE,CONTAINS
REC-AUDITLOG-AUDIT-RECORD,5,FLD-REC-AUDITLOG-AUDIT-RECORD-AUD-MESSAGE,CONTAINS
REC-BCHCON-BATCH-CONTROL-CONSTANTS,10,FLD-REC-BCHCON-BATCH-CONTROL-CONSTANTS-BCT-STAT-READY,CONTAINS
REC-BCHCON-BATCH-CONTROL-CONSTANTS,10,FLD-REC-BCHCON-BATCH-CONTROL-CONSTANTS-BCT-STAT-ACTIVE,CONTAINS
REC-BCHCON-BATCH-CONTROL-CONSTANTS,10,FLD-REC-BCHCON-BATCH-CONTROL-CONSTANTS-BCT-STAT-WAITING,CONTAINS
REC-BCHCON-BATCH-CONTROL-CONSTANTS,10,FLD-REC-BCHCON-BATCH-CONTROL-CONSTANTS-BCT-STAT-DONE,CONTAINS
REC-BCHCON-BATCH-CONTROL-CONSTANTS,10,FLD-REC-BCHCON-BATCH-CONTROL-CONSTANTS-BCT-STAT-ERROR,CONTAINS
REC-BCHCON-BATCH-CONTROL-CONSTANTS,10,FLD-REC-BCHCON-BATCH-CONTROL-CONSTANTS-BCT-RC-SUCCESS,CONTAINS
REC-BCHCON-BATCH-CONTROL-CONSTANTS,10,FLD-REC-BCHCON-BATCH-CONTROL-CONSTANTS-BCT-RC-WARNING,CONTAINS
REC-BCHCON-BATCH-CONTROL-CONSTANTS,10,FLD-REC-BCHCON-BATCH-CONTROL-CONSTANTS-BCT-RC-ERROR,CONTAINS
REC-BCHCON-BATCH-CONTROL-CONSTANTS,10,FLD-REC-BCHCON-BATCH-CONTROL-CONSTANTS-BCT-RC-SEVERE,CONTAINS
REC-BCHCON-BATCH-CONTROL-CONSTANTS,10,FLD-REC-BCHCON-BATCH-CONTROL-CONSTANTS-BCT-RC-CRITICAL,CONTAINS
REC-BCHCON-BATCH-CONTROL-CONSTANTS,10,FLD-REC-BCHCON-BATCH-CONTROL-CONSTANTS-BCT-MAX-PREREQ,CONTAINS
REC-BCHCON-BATCH-CONTROL-CONSTANTS,10,FLD-REC-BCHCON-BATCH-CONTROL-CONSTANTS-BCT-MAX-RESTARTS,CONTAINS
REC-BCHCON-BATCH-CONTROL-CONSTANTS,10,FLD-REC-BCHCON-BATCH-CONTROL-CONSTANTS-BCT-WAIT-INTERVAL,CONTAINS
REC-BCHCON-BATCH-CONTROL-CONSTANTS,10,FLD-REC-BCHCON-BATCH-CONTROL-CONSTANTS-BCT-MAX-WAIT-TIME,CONTAINS
REC-BCHCON-BATCH-CONTROL-CONSTANTS,10,FLD-REC-BCHCON-BATCH-CONTROL-CONSTANTS-BCT-TYPE-INITIAL,CONTAINS
REC-BCHCON-BATCH-CONTROL-CONSTANTS,10,FLD-REC-BCHCON-BATCH-CONTROL-CONSTANTS-BCT-TYPE-UPDATE,CONTAINS
REC-BCHCON-BATCH-CONTROL-CONSTANTS,10,FLD-REC-BCHCON-BATCH-CONTROL-CONSTANTS-BCT-TYPE-REPORT,CONTAINS
REC-BCHCON-BATCH-CONTROL-CONSTANTS,10,FLD-REC-BCHCON-BATCH-CONTROL-CONSTANTS-BCT-TYPE-CLEANUP,CONTAINS
REC-BCHCON-BATCH-CONTROL-CONSTANTS,10,FLD-REC-BCHCON-BATCH-CONTROL-CONSTANTS-BCT-DEP-REQUIRED,CONTAINS
REC-BCHCON-BATCH-CONTROL-CONSTANTS,10,FLD-REC-BCHCON-BATCH-CONTROL-CONSTANTS-BCT-DEP-OPTIONAL,CONTAINS
REC-BCHCON-BATCH-CONTROL-CONSTANTS,10,FLD-REC-BCHCON-BATCH-CONTROL-CONSTANTS-BCT-DEP-EXCLUSIVE,CONTAINS
REC-BCHCON-BATCH-CONTROL-CONSTANTS,10,FLD-REC-BCHCON-BATCH-CONTROL-CONSTANTS-BCT-START-OF-DAY,CONTAINS
REC-BCHCON-BATCH-CONTROL-CONSTANTS,10,FLD-REC-BCHCON-BATCH-CONTROL-CONSTANTS-BCT-END-OF-DAY,CONTAINS
REC-BCHCON-BATCH-CONTROL-CONSTANTS,10,FLD-REC-BCHCON-BATCH-CONTROL-CONSTANTS-BCT-EMERGENCY,CONTAINS
REC-BCHCON-BATCH-CONTROL-CONSTANTS,10,FLD-REC-BCHCON-BATCH-CONTROL-CONSTANTS-BCT-REC-CONTROL,CONTAINS
REC-BCHCON-BATCH-CONTROL-CONSTANTS,10,FLD-REC-BCHCON-BATCH-CONTROL-CONSTANTS-BCT-REC-PROCESS,CONTAINS
REC-BCHCON-BATCH-CONTROL-CONSTANTS,10,FLD-REC-BCHCON-BATCH-CONTROL-CONSTANTS-BCT-REC-DEPEND,CONTAINS
REC-BCHCON-BATCH-CONTROL-CONSTANTS,10,FLD-REC-BCHCON-BATCH-CONTROL-CONSTANTS-BCT-REC-HISTORY,CONTAINS
REC-BCHCON-BATCH-CONTROL-CONSTANTS,10,FLD-REC-BCHCON-BATCH-CONTROL-CONSTANTS-BCT-MSG-STARTING,CONTAINS
REC-BCHCON-BATCH-CONTROL-CONSTANTS,10,FLD-REC-BCHCON-BATCH-CONTROL-CONSTANTS-BCT-MSG-COMPLETE,CONTAINS
REC-BCHCON-BATCH-CONTROL-CONSTANTS,10,FLD-REC-BCHCON-BATCH-CONTROL-CONSTANTS-BCT-MSG-FAILED,CONTAINS
REC-BCHCON-BATCH-CONTROL-CONSTANTS,10,FLD-REC-BCHCON-BATCH-CONTROL-CONSTANTS-BCT-MSG-WAITING,CONTAINS
REC-BCHCTL-BATCH-CONTROL-RECORD,10,FLD-REC-BCHCTL-BATCH-CONTROL-RECORD-BCT-JOB-NAME,CONTAINS
REC-BCHCTL-BATCH-CONTROL-RECORD,10,FLD-REC-BCHCTL-BATCH-CONTROL-RECORD-BCT-PROCESS-DATE,CONTAINS
REC-BCHCTL-BATCH-CONTROL-RECORD,10,FLD-REC-BCHCTL-BATCH-CONTROL-RECORD-BCT-SEQUENCE-NO,CONTAINS
REC-BCHCTL-BATCH-CONTROL-RECORD,88,FLD-REC-BCHCTL-BATCH-CONTROL-RECORD-BCT-STATUS-READY,CONTAINS
REC-BCHCTL-BATCH-CONTROL-RECORD,88,FLD-REC-BCHCTL-BATCH-CONTROL-RECORD-BCT-STATUS-ACTIVE,CONTAINS
REC-BCHCTL-BATCH-CONTROL-RECORD,88,FLD-REC-BCHCTL-BATCH-CONTROL-RECORD-BCT-STATUS-WAITING,CONTAINS
REC-BCHCTL-BATCH-CONTROL-RECORD,88,FLD-REC-BCHCTL-BATCH-CONTROL-RECORD-BCT-STATUS-DONE,CONTAINS
REC-BCHCTL-BATCH-CONTROL-RECORD,88,FLD-REC-BCHCTL-BATCH-CONTROL-RECORD-BCT-STATUS-ERROR,CONTAINS
REC-BCHCTL-BATCH-CONTROL-RECORD,15,FLD-REC-BCHCTL-BATCH-CONTROL-RECORD-BCT-STEP-NAME,CONTAINS
REC-BCHCTL-BATCH-CONTROL-RECORD,15,FLD-REC-BCHCTL-BATCH-CONTROL-RECORD-BCT-PROGRAM-NAME,CONTAINS
REC-BCHCTL-BATCH-CONTROL-RECORD,15,FLD-REC-BCHCTL-BATCH-CONTROL-RECORD-BCT-START-TIME,CONTAINS
REC-BCHCTL-BATCH-CONTROL-RECORD,15,FLD-REC-BCHCTL-BATCH-CONTROL-RECORD-BCT-END-TIME,CONTAINS
REC-BCHCTL-BATCH-CONTROL-RECORD,15,FLD-REC-BCHCTL-BATCH-CONTROL-RECORD-BCT-PREREQ-COUNT,CONTAINS
REC-BCHCTL-BATCH-CONTROL-RECORD,20,FLD-REC-BCHCTL-BATCH-CONTROL-RECORD-BCT-PREREQ-NAME,CONTAINS
REC-BCHCTL-BATCH-CONTROL-RECORD,20,FLD-REC-BCHCTL-BATCH-CONTROL-RECORD-BCT-PREREQ-SEQ,CONTAINS
REC-BCHCTL-BATCH-CONTROL-RECORD,20,FLD-REC-BCHCTL-BATCH-CONTROL-RECORD-BCT-PREREQ-RC,CONTAINS
REC-BCHCTL-BATCH-CONTROL-RECORD,15,FLD-REC-BCHCTL-BATCH-CONTROL-RECORD-BCT-RETURN-CODE,CONTAINS
REC-BCHCTL-BATCH-CONTROL-RECORD,15,FLD-REC-BCHCTL-BATCH-CONTROL-RECORD-BCT-ERROR-DESC,CONTAINS
REC-BCHCTL-BATCH-CONTROL-RECORD,10,FLD-REC-BCHCTL-BATCH-CONTROL-RECORD-BCT-RESTART-COUNT,CONTAINS
REC-BCHCTL-BATCH-CONTROL-RECORD,10,FLD-REC-BCHCTL-BATCH-CONTROL-RECORD-BCT-ATTEMPT-TS,CONTAINS
REC-BCHCTL-BATCH-CONTROL-RECORD,10,FLD-REC-BCHCTL-BATCH-CONTROL-RECORD-BCT-COMPLETE-TS,CONTAINS
REC-BCHCTL-BATCH-CONTROL-RECORD,5,FLD-REC-BCHCTL-BATCH-CONTROL-RECORD-BCT-FILLER,CONTAINS
REC-CKPRST-CHECKPOINT-CONTROL,10,FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-PROGRAM-ID,CONTAINS
REC-CKPRST-CHECKPOINT-CONTROL,10,FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-RUN-DATE,CONTAINS
REC-CKPRST-CHECKPOINT-CONTROL,10,FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-RUN-TIME,CONTAINS
REC-CKPRST-CHECKPOINT-CONTROL,88,FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-INITIAL,CONTAINS
REC-CKPRST-CHECKPOINT-CONTROL,88,FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-ACTIVE,CONTAINS
REC-CKPRST-CHECKPOINT-CONTROL,88,FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-COMPLETE,CONTAINS
REC-CKPRST-CHECKPOINT-CONTROL,88,FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-FAILED,CONTAINS
REC-CKPRST-CHECKPOINT-CONTROL,88,FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-RESTARTED,CONTAINS
REC-CKPRST-CHECKPOINT-CONTROL,10,FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-RECORDS-READ,CONTAINS
REC-CKPRST-CHECKPOINT-CONTROL,10,FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-RECORDS-PROC,CONTAINS
REC-CKPRST-CHECKPOINT-CONTROL,10,FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-RECORDS-ERROR,CONTAINS
REC-CKPRST-CHECKPOINT-CONTROL,10,FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-RESTART-COUNT,CONTAINS
REC-CKPRST-CHECKPOINT-CONTROL,10,FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-LAST-KEY,CONTAINS
REC-CKPRST-CHECKPOINT-CONTROL,10,FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-LAST-TIME,CONTAINS
REC-CKPRST-CHECKPOINT-CONTROL,88,FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-PHASE-INIT,CONTAINS
REC-CKPRST-CHECKPOINT-CONTROL,88,FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-PHASE-READ,CONTAINS
REC-CKPRST-CHECKPOINT-CONTROL,88,FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-PHASE-PROC,CONTAINS
REC-CKPRST-CHECKPOINT-CONTROL,88,FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-PHASE-UPDT,CONTAINS
REC-CKPRST-CHECKPOINT-CONTROL,88,FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-PHASE-TERM,CONTAINS
REC-CKPRST-CHECKPOINT-CONTROL,15,FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-FILE-NAME,CONTAINS
REC-CKPRST-CHECKPOINT-CONTROL,15,FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-FILE-POS,CONTAINS
REC-CKPRST-CHECKPOINT-CONTROL,15,FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-FILE-STATUS,CONTAINS
REC-CKPRST-CHECKPOINT-CONTROL,10,FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-COMMIT-FREQ,CONTAINS
REC-CKPRST-CHECKPOINT-CONTROL,10,FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-MAX-ERRORS,CONTAINS
REC-CKPRST-CHECKPOINT-CONTROL,10,FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-MAX-RESTARTS,CONTAINS
REC-CKPRST-CHECKPOINT-CONTROL,88,FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-MODE-NORMAL,CONTAINS
REC-CKPRST-CHECKPOINT-CONTROL,88,FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-MODE-RESTART,CONTAINS
REC-CKPRST-CHECKPOINT-CONTROL,88,FLD-REC-CKPRST-CHECKPOINT-CONTROL-CK-MODE-RECOVER,CONTAINS
REC-CKPRST-CHECKPOINT-RECORD,10,FLD-REC-CKPRST-CHECKPOINT-RECORD-CKR-PROGRAM-ID,CONTAINS
REC-CKPRST-CHECKPOINT-RECORD,10,FLD-REC-CKPRST-CHECKPOINT-RECORD-CKR-RUN-DATE,CONTAINS
REC-CKPRST-CHECKPOINT-RECORD,5,FLD-REC-CKPRST-CHECKPOINT-RECORD-CKR-DATA,CONTAINS
REC-COMMON-RETURN-CODES,5,FLD-REC-COMMON-RETURN-CODES-RC-SUCCESS,CONTAINS
REC-COMMON-RETURN-CODES,5,FLD-REC-COMMON-RETURN-CODES-RC-WARNING,CONTAINS
REC-COMMON-RETURN-CODES,5,FLD-REC-COMMON-RETURN-CODES-RC-ERROR,CONTAINS
REC-COMMON-RETURN-CODES,5,FLD-REC-COMMON-RETURN-CODES-RC-SEVERE,CONTAINS
REC-COMMON-RETURN-CODES,5,FLD-REC-COMMON-RETURN-CODES-RC-CRITICAL,CONTAINS
REC-COMMON-STATUS-CODES,5,FLD-REC-COMMON-STATUS-CODES-STATUS-ACTIVE,CONTAINS
REC-COMMON-STATUS-CODES,5,FLD-REC-COMMON-STATUS-CODES-STATUS-CLOSED,CONTAINS
REC-COMMON-STATUS-CODES,5,FLD-REC-COMMON-STATUS-CODES-STATUS-PENDING,CONTAINS
REC-COMMON-STATUS-CODES,5,FLD-REC-COMMON-STATUS-CODES-STATUS-SUSPENDED,CONTAINS
REC-COMMON-STATUS-CODES,5,FLD-REC-COMMON-STATUS-CODES-STATUS-FAILED,CONTAINS
REC-COMMON-STATUS-CODES,5,FLD-REC-COMMON-STATUS-CODES-STATUS-REVERSED,CONTAINS
REC-COMMON-TRANSACTION-TYPES,5,FLD-REC-COMMON-TRANSACTION-TYPES-TRN-TYPE-BUY,CONTAINS
REC-COMMON-TRANSACTION-TYPES,5,FLD-REC-COMMON-TRANSACTION-TYPES-TRN-TYPE-SELL,CONTAINS
REC-COMMON-TRANSACTION-TYPES,5,FLD-REC-COMMON-TRANSACTION-TYPES-TRN-TYPE-TRANSFER,CONTAINS
REC-COMMON-TRANSACTION-TYPES,5,FLD-REC-COMMON-TRANSACTION-TYPES-TRN-TYPE-FEE,CONTAINS
REC-COMMON-COMMON-DATETIME,10,FLD-REC-COMMON-COMMON-DATETIME-CURR-YEAR,CONTAINS
REC-COMMON-COMMON-DATETIME,10,FLD-REC-COMMON-COMMON-DATETIME-CURR-MONTH,CONTAINS
REC-COMMON-COMMON-DATETIME,10,FLD-REC-COMMON-COMMON-DATETIME-CURR-DAY,CONTAINS
REC-COMMON-COMMON-DATETIME,10,FLD-REC-COMMON-COMMON-DATETIME-CURR-HOUR,CONTAINS
REC-COMMON-COMMON-DATETIME,10,FLD-REC-COMMON-COMMON-DATETIME-CURR-MINUTE,CONTAINS
REC-COMMON-COMMON-DATETIME,10,FLD-REC-COMMON-COMMON-DATETIME-CURR-SECOND,CONTAINS
REC-COMMON-COMMON-DATETIME,10,FLD-REC-COMMON-COMMON-DATETIME-CURR-MSEC,CONTAINS
REC-COMMON-ERROR-HANDLING,5,FLD-REC-COMMON-ERROR-HANDLING-ERROR-CODE,CONTAINS
REC-COMMON-ERROR-HANDLING,5,FLD-REC-COMMON-ERROR-HANDLING-ERROR-MODULE,CONTAINS
REC-COMMON-ERROR-HANDLING,5,FLD-REC-COMMON-ERROR-HANDLING-ERROR-ROUTINE,CONTAINS
REC-COMMON-ERROR-HANDLING,5,FLD-REC-COMMON-ERROR-HANDLING-ERROR-MESSAGE,CONTAINS
REC-COMMON-AUDIT-FIELDS,5,FLD-REC-COMMON-AUDIT-FIELDS-AUDIT-TIMESTAMP,CONTAINS
REC-COMMON-AUDIT-FIELDS,5,FLD-REC-COMMON-AUDIT-FIELDS-AUDIT-USER,CONTAINS
REC-COMMON-AUDIT-FIELDS,5,FLD-REC-COMMON-AUDIT-FIELDS-AUDIT-TERMINAL,CONTAINS
REC-COMMON-AUDIT-FIELDS,5,FLD-REC-COMMON-AUDIT-FIELDS-AUDIT-PROGRAM,CONTAINS
REC-COMMON-CURRENCY-CODES,5,FLD-REC-COMMON-CURRENCY-CODES-CURR-USD,CONTAINS
REC-COMMON-CURRENCY-CODES,5,FLD-REC-COMMON-CURRENCY-CODES-CURR-EUR,CONTAINS
REC-COMMON-CURRENCY-CODES,5,FLD-REC-COMMON-CURRENCY-CODES-CURR-GBP,CONTAINS
REC-COMMON-CURRENCY-CODES,5,FLD-REC-COMMON-CURRENCY-CODES-CURR-JPY,CONTAINS
REC-COMMON-CURRENCY-CODES,5,FLD-REC-COMMON-CURRENCY-CODES-CURR-CAD,CONTAINS
REC-ERRHAND-ERR-CATEGORIES,5,FLD-REC-ERRHAND-ERR-CATEGORIES-ERR-CAT-VSAM,CONTAINS
REC-ERRHAND-ERR-CATEGORIES,5,FLD-REC-ERRHAND-ERR-CATEGORIES-ERR-CAT-VALID,CONTAINS
REC-ERRHAND-ERR-CATEGORIES,5,FLD-REC-ERRHAND-ERR-CATEGORIES-ERR-CAT-PROC,CONTAINS
REC-ERRHAND-ERR-CATEGORIES,5,FLD-REC-ERRHAND-ERR-CATEGORIES-ERR-CAT-SYSTEM,CONTAINS
REC-ERRHAND-ERR-RETURN-CODES,5,FLD-REC-ERRHAND-ERR-RETURN-CODES-ERR-SUCCESS,CONTAINS
REC-ERRHAND-ERR-RETURN-CODES,5,FLD-REC-ERRHAND-ERR-RETURN-CODES-ERR-WARNING,CONTAINS
REC-ERRHAND-ERR-RETURN-CODES,5,FLD-REC-ERRHAND-ERR-RETURN-CODES-ERR-ERROR,CONTAINS
REC-ERRHAND-ERR-RETURN-CODES,5,FLD-REC-ERRHAND-ERR-RETURN-CODES-ERR-SEVERE,CONTAINS
REC-ERRHAND-ERR-RETURN-CODES,5,FLD-REC-ERRHAND-ERR-RETURN-CODES-ERR-TERMINAL,CONTAINS
REC-ERRHAND-ERR-MESSAGE,10,FLD-REC-ERRHAND-ERR-MESSAGE-ERR-DATE,CONTAINS
REC-ERRHAND-ERR-MESSAGE,10,FLD-REC-ERRHAND-ERR-MESSAGE-ERR-TIME,CONTAINS
REC-ERRHAND-ERR-MESSAGE,5,FLD-REC-ERRHAND-ERR-MESSAGE-ERR-PROGRAM,CONTAINS
REC-ERRHAND-ERR-MESSAGE,5,FLD-REC-ERRHAND-ERR-MESSAGE-ERR-CATEGORY,CONTAINS
REC-ERRHAND-ERR-MESSAGE,5,FLD-REC-ERRHAND-ERR-MESSAGE-ERR-CODE,CONTAINS
REC-ERRHAND-ERR-MESSAGE,5,FLD-REC-ERRHAND-ERR-MESSAGE-ERR-SEVERITY,CONTAINS
REC-ERRHAND-ERR-MESSAGE,5,FLD-REC-ERRHAND-ERR-MESSAGE-ERR-TEXT,CONTAINS
REC-ERRHAND-ERR-MESSAGE,5,FLD-REC-ERRHAND-ERR-MESSAGE-ERR-DETAILS,CONTAINS
REC-ERRHAND-ERR-VSAM-STATUSES,5,FLD-REC-ERRHAND-ERR-VSAM-STATUSES-ERR-VSAM-SUCCESS,CONTAINS
REC-ERRHAND-ERR-VSAM-STATUSES,5,FLD-REC-ERRHAND-ERR-VSAM-STATUSES-ERR-VSAM-DUPKEY,CONTAINS
REC-ERRHAND-ERR-VSAM-STATUSES,5,FLD-REC-ERRHAND-ERR-VSAM-STATUSES-ERR-VSAM-NOTFND,CONTAINS
REC-ERRHAND-ERR-VSAM-STATUSES,5,FLD-REC-ERRHAND-ERR-VSAM-STATUSES-ERR-VSAM-EOF,CONTAINS
REC-ERRHAND-ERR-VSAM-MSGS,5,FLD-REC-ERRHAND-ERR-VSAM-MSGS-ERR-VSAM-22,CONTAINS
REC-ERRHAND-ERR-VSAM-MSGS,5,FLD-REC-ERRHAND-ERR-VSAM-MSGS-ERR-VSAM-23,CONTAINS
REC-ERRHAND-ERR-VSAM-MSGS,5,FLD-REC-ERRHAND-ERR-VSAM-MSGS-ERR-OTHER,CONTAINS
REC-HISTREC-HISTORY-RECORD,10,FLD-REC-HISTREC-HISTORY-RECORD-HIST-PORTFOLIO-ID,CONTAINS
REC-HISTREC-HISTORY-RECORD,10,FLD-REC-HISTREC-HISTORY-RECORD-HIST-DATE,CONTAINS
REC-HISTREC-HISTORY-RECORD,10,FLD-REC-HISTREC-HISTORY-RECORD-HIST-TIME,CONTAINS
REC-HISTREC-HISTORY-RECORD,10,FLD-REC-HISTREC-HISTORY-RECORD-HIST-SEQ-NO,CONTAINS
REC-HISTREC-HISTORY-RECORD,88,FLD-REC-HISTREC-HISTORY-RECORD-HIST-TYPE-PORT,CONTAINS
REC-HISTREC-HISTORY-RECORD,88,FLD-REC-HISTREC-HISTORY-RECORD-HIST-TYPE-POS,CONTAINS
REC-HISTREC-HISTORY-RECORD,88,FLD-REC-HISTREC-HISTORY-RECORD-HIST-TYPE-TRN,CONTAINS
REC-HISTREC-HISTORY-RECORD,88,FLD-REC-HISTREC-HISTORY-RECORD-HIST-ACTION-ADD,CONTAINS
REC-HISTREC-HISTORY-RECORD,88,FLD-REC-HISTREC-HISTORY-RECORD-HIST-ACTION-CHG,CONTAINS
REC-HISTREC-HISTORY-RECORD,88,FLD-REC-HISTREC-HISTORY-RECORD-HIST-ACTION-DEL,CONTAINS
REC-HISTREC-HISTORY-RECORD,10,FLD-REC-HISTREC-HISTORY-RECORD-HIST-BEFORE-IMAGE,CONTAINS
REC-HISTREC-HISTORY-RECORD,10,FLD-REC-HISTREC-HISTORY-RECORD-HIST-AFTER-IMAGE,CONTAINS
REC-HISTREC-HISTORY-RECORD,10,FLD-REC-HISTREC-HISTORY-RECORD-HIST-REASON-CODE,CONTAINS
REC-HISTREC-HISTORY-RECORD,10,FLD-REC-HISTREC-HISTORY-RECORD-HIST-PROCESS-DATE,CONTAINS
REC-HISTREC-HISTORY-RECORD,10,FLD-REC-HISTREC-HISTORY-RECORD-HIST-PROCESS-USER,CONTAINS
REC-HISTREC-HISTORY-RECORD,5,FLD-REC-HISTREC-HISTORY-RECORD-HIST-FILLER,CONTAINS
REC-PORTFLIO-PORT-RECORD,10,FLD-REC-PORTFLIO-PORT-RECORD-PORT-ID,CONTAINS
REC-PORTFLIO-PORT-RECORD,10,FLD-REC-PORTFLIO-PORT-RECORD-PORT-ACCOUNT-NO,CONTAINS
REC-PORTFLIO-PORT-RECORD,10,FLD-REC-PORTFLIO-PORT-RECORD-PORT-CLIENT-NAME,CONTAINS
REC-PORTFLIO-PORT-RECORD,88,FLD-REC-PORTFLIO-PORT-RECORD-PORT-INDIVIDUAL,CONTAINS
REC-PORTFLIO-PORT-RECORD,88,FLD-REC-PORTFLIO-PORT-RECORD-PORT-CORPORATE,CONTAINS
REC-PORTFLIO-PORT-RECORD,88,FLD-REC-PORTFLIO-PORT-RECORD-PORT-TRUST,CONTAINS
REC-PORTFLIO-PORT-RECORD,10,FLD-REC-PORTFLIO-PORT-RECORD-PORT-CREATE-DATE,CONTAINS
REC-PORTFLIO-PORT-RECORD,10,FLD-REC-PORTFLIO-PORT-RECORD-PORT-LAST-MAINT,CONTAINS
REC-PORTFLIO-PORT-RECORD,88,FLD-REC-PORTFLIO-PORT-RECORD-PORT-ACTIVE,CONTAINS
REC-PORTFLIO-PORT-RECORD,88,FLD-REC-PORTFLIO-PORT-RECORD-PORT-CLOSED,CONTAINS
REC-PORTFLIO-PORT-RECORD,88,FLD-REC-PORTFLIO-PORT-RECORD-PORT-SUSPENDED,CONTAINS
REC-PORTFLIO-PORT-RECORD,10,FLD-REC-PORTFLIO-PORT-RECORD-PORT-TOTAL-VALUE,CONTAINS
