:START_ID,source_type,section,:END_ID,:TYPE
HISTLD00,program_ws,WORKING-STORAGE,REC-HISTLD00_WS-END-OF-FILE,DEFINES
HISTLD00,program_ws,WORKING-STORAGE,REC-HISTLD00_WS-MORE-RECORDS,DEFINES
PRCSEQ00,program_ws,WORKING-STORAGE,REC-PRCSEQ00_WS-WS-FILE-STATUS,DEFINES
PRCSEQ00,program_ws,WORKING-STORAGE,REC-PRCSEQ00_WS-WS-PSR-STATUS,DEFINES
PRCSEQ00,program_ws,WORKING-STORAGE,REC-PRCSEQ00_WS-WS-BCT-STATUS,DEFINES
PRCSEQ00,program_ws,WORKING-STORAGE,REC-PRCSEQ00_WS-WS-WORK-AREAS,DEFINES
PRCSEQ00,program_ws,WORKING-STORAGE,REC-PRCSEQ00_WS-WS-CURRENT-TIME,DEFINES
PRCSEQ00,program_ws,WORKING-STORAGE,REC-PRCSEQ00_WS-WS-SEQUENCE-IX,DEFINES
PRCSEQ00,program_ws,WORKING-STORAGE,REC-PRCSEQ00_WS-WS-PROCESS-COUNT,DEFINES
PRCSEQ00,program_ws,WORKING-STORAGE,REC-PRCSEQ00_WS-WS-ACTIVE-COUNT,DEFINES
PRCSEQ00,program_ws,WORKING-STORAGE,REC-PRCSEQ00_WS-WS-ERROR-COUNT,DEFINES
PRCSEQ00,program_ws,WORKING-STORAGE,REC-PRCSEQ00_WS-WS-PROCESS-TABLE,DEFINES
PRCSEQ00,program_ws,WORKING-STORAGE,REC-PRCSEQ00_WS-WS-PROC-ENTRY,DEFINES
PRCSEQ00,program_ws,WORKING-STORAGE,REC-PRCSEQ00_WS-WS-PROC-ID,DEFINES
PRCSEQ00,program_ws,WORKING-STORAGE,REC-PRCSEQ00_WS-WS-PROC-SEQ,DEFINES
PRCSEQ00,program_ws,WORKING-STORAGE,REC-PRCSEQ00_WS-WS-PROC-STATUS,DEFINES
PRCSEQ00,program_ws,WORKING-STORAGE,REC-PRCSEQ00_WS-WS-PROC-RC,DEFINES
RCVPRC00,program_ws,WORKING-STORAGE,REC-RCVPRC00_WS-WS-FILE-STATUS,DEFINES
RCVPRC00,program_ws,WORKING-STORAGE,REC-RCVPRC00_WS-WS-BCT-STATUS,DEFINES
RCVPRC00,program_ws,WORKING-STORAGE,REC-RCVPRC00_WS-WS-PSR-STATUS,DEFINES
RCVPRC00,program_ws,WORKING-STORAGE,REC-RCVPRC00_WS-WS-WORK-AREAS,DEFINES
RCVPRC00,program_ws,WORKING-STORAGE,REC-RCVPRC00_WS-WS-CURRENT-TIME,DEFINES
RCVPRC00,program_ws,WORKING-STORAGE,REC-RCVPRC00_WS-WS-RECOVERY-MODE,DEFINES
RCVPRC00,program_ws,WORKING-STORAGE,REC-RCVPRC00_WS-WS-RECOVER-PROCESS,DEFINES
RCVPRC00,program_ws,WORKING-STORAGE,REC-RCVPRC00_WS-WS-RECOVER-SEQUENCE,DEFINES
RCVPRC00,program_ws,WORKING-STORAGE,REC-RCVPRC00_WS-WS-RECOVER-ALL,DEFINES
RCVPRC00,program_ws,WORKING-STORAGE,REC-RCVPRC00_WS-WS-RECOVERY-ACTION,DEFINES
RCVPRC00,program_ws,WORKING-STORAGE,REC-RCVPRC00_WS-WS-ACTION-RESTART,DEFINES
RCVPRC00,program_ws,WORKING-STORAGE,REC-RCVPRC00_WS-WS-ACTION-BYPASS,DEFINES
RCVPRC00,program_ws,WORKING-STORAGE,REC-RCVPRC00_WS-WS-ACTION-TERMINATE,DEFINES
RPTAUD00,program_ws,WORKING-STORAGE,REC-RPTAUD00_WS-WS-FILE-STATUS,DEFINES
RPTAUD00,program_ws,WORKING-STORAGE,REC-RPTAUD00_WS-WS-AUDIT-STATUS,DEFINES
RPTAUD00,program_ws,WORKING-STORAGE,REC-RPTAUD00_WS-WS-ERROR-STATUS,DEFINES
RPTAUD00,program_ws,WORKING-STORAGE,REC-RPTAUD00_WS-WS-REPORT-STATUS,DEFINES
RPTAUD00,program_ws,WORKING-STORAGE,REC-RPTAUD00_WS-WS-REPORT-HEADERS,DEFINES
RPTAUD00,program_ws,WORKING-STORAGE,REC-RPTAUD00_WS-WS-HEADER1,DEFINES
RPTAUD00,program_ws,WORKING-STORAGE,REC-RPTAUD00_WS-FILLER-52,DEFINES
RPTAUD00,program_ws,WORKING-STORAGE,REC-RPTAUD00_WS-WS-HEADER2,DEFINES
RPTAUD00,program_ws,WORKING-STORAGE,REC-RPTAUD00_WS-FILLER-54,DEFINES
RPTAUD00,program_ws,WORKING-STORAGE,REC-RPTAUD00_WS-FILLER-55,DEFINES
RPTAUD00,program_ws,WORKING-STORAGE,REC-RPTAUD00_WS-FILLER-57,DEFINES
RPTAUD00,program_ws,WORKING-STORAGE,REC-RPTAUD00_WS-WS-HEADER3,DEFINES
RPTAUD00,program_ws,WORKING-STORAGE,REC-RPTAUD00_WS-FILLER-59,DEFINES
RPTAUD00,program_ws,WORKING-STORAGE,REC-RPTAUD00_WS-WS-REPORT-DATE,DEFINES
RPTAUD00,program_ws,WORKING-STORAGE,REC-RPTAUD00_WS-FILLER-61,DEFINES
RPTAUD00,program_ws,WORKING-STORAGE,REC-RPTAUD00_WS-WS-AUDIT-DETAIL,DEFINES
RPTAUD00,program_ws,WORKING-STORAGE,REC-RPTAUD00_WS-WS-AUD-TIMESTAMP,DEFINES
RPTAUD00,program_ws,WORKING-STORAGE,REC-RPTAUD00_WS-FILLER-65,DEFINES
RPTAUD00,program_ws,WORKING-STORAGE,REC-RPTAUD00_WS-WS-AUD-PROGRAM,DEFINES
RPTAUD00,program_ws,WORKING-STORAGE,REC-RPTAUD00_WS-FILLER-67,DEFINES
RPTAUD00,program_ws,WORKING-STORAGE,REC-RPTAUD00_WS-WS-AUD-TYPE,DEFINES
RPTAUD00,program_ws,WORKING-STORAGE,REC-RPTAUD00_WS-FILLER-69,DEFINES
RPTAUD00,program_ws,WORKING-STORAGE,REC-RPTAUD00_WS-WS-AUD-MESSAGE,DEFINES
RPTAUD00,program_ws,WORKING-STORAGE,REC-RPTAUD00_WS-WS-ERROR-DETAIL,DEFINES
RPTAUD00,program_ws,WORKING-STORAGE,REC-RPTAUD00_WS-WS-ERR-TIMESTAMP,DEFINES
RPTAUD00,program_ws,WORKING-STORAGE,REC-RPTAUD00_WS-FILLER-74,DEFINES
RPTAUD00,program_ws,WORKING-STORAGE,REC-RPTAUD00_WS-WS-ERR-PROGRAM,DEFINES
RPTAUD00,program_ws,WORKING-STORAGE,REC-RPTAUD00_WS-FILLER-76,DEFINES
RPTAUD00,program_ws,WORKING-STORAGE,REC-RPTAUD00_WS-WS-ERR-CODE,DEFINES
RPTAUD00,program_ws,WORKING-STORAGE,REC-RPTAUD00_WS-FILLER-78,DEFINES
RPTAUD00,program_ws,WORKING-STORAGE,REC-RPTAUD00_WS-WS-ERR-MESSAGE,DEFINES
RPTPOS00,program_ws,WORKING-STORAGE,REC-RPTPOS00_WS-WS-FILE-STATUS,DEFINES
RPTPOS00,program_ws,WORKING-STORAGE,REC-RPTPOS00_WS-WS-POSITION-STATUS,DEFINES
RPTPOS00,program_ws,WORKING-STORAGE,REC-RPTPOS00_WS-WS-TRAN-STATUS,DEFINES
RPTPOS00,program_ws,WORKING-STORAGE,REC-RPTPOS00_WS-WS-REPORT-STATUS,DEFINES
RPTPOS00,program_ws,WORKING-STORAGE,REC-RPTPOS00_WS-WS-REPORT-HEADERS,DEFINES
RPTPOS00,program_ws,WORKING-STORAGE,REC-RPTPOS00_WS-WS-HEADER1,DEFINES
RPTPOS00,program_ws,WORKING-STORAGE,REC-RPTPOS00_WS-FILLER-53,DEFINES
RPTPOS00,program_ws,WORKING-STORAGE,REC-RPTPOS00_WS-WS-HEADER2,DEFINES
RPTPOS00,program_ws,WORKING-STORAGE,REC-RPTPOS00_WS-FILLER-55,DEFINES
RPTPOS00,program_ws,WORKING-STORAGE,REC-RPTPOS00_WS-FILLER-56,DEFINES
RPTPOS00,program_ws,WORKING-STORAGE,REC-RPTPOS00_WS-FILLER-58,DEFINES
RPTPOS00,program_ws,WORKING-STORAGE,REC-RPTPOS00_WS-WS-HEADER3,DEFINES
RPTPOS00,program_ws,WORKING-STORAGE,REC-RPTPOS00_WS-FILLER-60,DEFINES
RPTPOS00,program_ws,WORKING-STORAGE,REC-RPTPOS00_WS-WS-REPORT-DATE,DEFINES
RPTPOS00,program_ws,WORKING-STORAGE,REC-RPTPOS00_WS-FILLER-62,DEFINES
RPTPOS00,program_ws,WORKING-STORAGE,REC-RPTPOS00_WS-WS-POSITION-DETAIL,DEFINES
RPTPOS00,program_ws,WORKING-STORAGE,REC-RPTPOS00_WS-WS-POS-PORTFOLIO,DEFINES
RPTPOS00,program_ws,WORKING-STORAGE,REC-RPTPOS00_WS-FILLER-66,DEFINES
RPTPOS00,program_ws,WORKING-STORAGE,REC-RPTPOS00_WS-WS-POS-DESCRIPTION,DEFINES
RPTPOS00,program_ws,WORKING-STORAGE,REC-RPTPOS00_WS-FILLER-68,DEFINES
RPTPOS00,program_ws,WORKING-STORAGE,REC-RPTPOS00_WS-WS-POS-QUANTITY,DEFINES
RPTPOS00,program_ws,WORKING-STORAGE,REC-RPTPOS00_WS-FILLER-70,DEFINES
RPTPOS00,program_ws,WORKING-STORAGE,REC-RPTPOS00_WS-WS-POS-VALUE,DEFINES
RPTPOS00,program_ws,WORKING-STORAGE,REC-RPTPOS00_WS-FILLER-72,DEFINES
RPTPOS00,program_ws,WORKING-STORAGE,REC-RPTPOS00_WS-WS-POS-CHANGE-PCT,DEFINES
RPTPOS00,program_ws,WORKING-STORAGE,REC-RPTPOS00_WS-FILLER-74,DEFINES
RPTSTA00,program_ws,WORKING-STORAGE,REC-RPTSTA00_WS-WS-FILE-STATUS,DEFINES
RPTSTA00,program_ws,WORKING-STORAGE,REC-RPTSTA00_WS-WS-DB2-STATUS,DEFINES
RPTSTA00,program_ws,WORKING-STORAGE,REC-RPTSTA00_WS-WS-BCH-STATUS,DEFINES
RPTSTA00,program_ws,WORKING-STORAGE,REC-RPTSTA00_WS-WS-REPORT-STATUS,DEFINES
RPTSTA00,program_ws,WORKING-STORAGE,REC-RPTSTA00_WS-WS-REPORT-HEADERS,DEFINES
RPTSTA00,program_ws,WORKING-STORAGE,REC-RPTSTA00_WS-WS-HEADER1,DEFINES
RPTSTA00,program_ws,WORKING-STORAGE,REC-RPTSTA00_WS-FILLER-53,DEFINES
RPTSTA00,program_ws,WORKING-STORAGE,REC-RPTSTA00_WS-WS-HEADER2,DEFINES
RPTSTA00,program_ws,WORKING-STORAGE,REC-RPTSTA00_WS-FILLER-55,DEFINES
RPTSTA00,program_ws,WORKING-STORAGE,REC-RPTSTA00_WS-FILLER-56,DEFINES
RPTSTA00,program_ws,WORKING-STORAGE,REC-RPTSTA00_WS-FILLER-58,DEFINES
RPTSTA00,program_ws,WORKING-STORAGE,REC-RPTSTA00_WS-WS-HEADER3,DEFINES
RPTSTA00,program_ws,WORKING-STORAGE,REC-RPTSTA00_WS-FILLER-60,DEFINES
RPTSTA00,program_ws,WORKING-STORAGE,REC-RPTSTA00_WS-WS-REPORT-DATE,DEFINES
RPTSTA00,program_ws,WORKING-STORAGE,REC-RPTSTA00_WS-FILLER-62,DEFINES
RPTSTA00,program_ws,WORKING-STORAGE,REC-RPTSTA00_WS-WS-PERFORMANCE-METRICS,DEFINES
RPTSTA00,program_ws,WORKING-STORAGE,REC-RPTSTA00_WS-WS-DB2-METRICS,DEFINES
RPTSTA00,program_ws,WORKING-STORAGE,REC-RPTSTA00_WS-WS-DB2-CALLS,DEFINES
RPTSTA00,program_ws,WORKING-STORAGE,REC-RPTSTA00_WS-WS-DB2-ELAPSED,DEFINES
RPTSTA00,program_ws,WORKING-STORAGE,REC-RPTSTA00_WS-WS-DB2-CPU,DEFINES
RPTSTA00,program_ws,WORKING-STORAGE,REC-RPTSTA00_WS-WS-DB2-WAIT,DEFINES
RPTSTA00,program_ws,WORKING-STORAGE,REC-RPTSTA00_WS-WS-BATCH-METRICS,DEFINES
RPTSTA00,program_ws,WORKING-STORAGE,REC-RPTSTA00_WS-WS-BATCH-JOBS,DEFINES
RPTSTA00,program_ws,WORKING-STORAGE,REC-RPTSTA00_WS-WS-BATCH-SUCCESS,DEFINES
RPTSTA00,program_ws,WORKING-STORAGE,REC-RPTSTA00_WS-WS-BATCH-FAILED,DEFINES
RPTSTA00,program_ws,WORKING-STORAGE,REC-RPTSTA00_WS-WS-BATCH-ELAPSED,DEFINES
RPTSTA00,program_ws,WORKING-STORAGE,REC-RPTSTA00_WS-WS-DETAIL-LINES,DEFINES
RPTSTA00,program_ws,WORKING-STORAGE,REC-RPTSTA00_WS-WS-DB2-DETAIL,DEFINES
RPTSTA00,program_ws,WORKING-STORAGE,REC-RPTSTA00_WS-FILLER-78,DEFINES
RPTSTA00,program_ws,WORKING-STORAGE,REC-RPTSTA00_WS-WS-DB2-CALLS-OUT,DEFINES
RPTSTA00,program_ws,WORKING-STORAGE,REC-RPTSTA00_WS-FILLER-80,DEFINES
RPTSTA00,program_ws,WORKING-STORAGE,REC-RPTSTA00_WS-FILLER-81,DEFINES
RPTSTA00,program_ws,WORKING-STORAGE,REC-RPTSTA00_WS-WS-DB2-AVG-RESP,DEFINES
RPTSTA00,program_ws,WORKING-STORAGE,REC-RPTSTA00_WS-FILLER-83,DEFINES
RPTSTA00,program_ws,WORKING-STORAGE,REC-RPTSTA00_WS-WS-BATCH-DETAIL,DEFINES
RPTSTA00,program_ws,WORKING-STORAGE,REC-RPTSTA00_WS-FILLER-86,DEFINES
RPTSTA00,program_ws,WORKING-STORAGE,REC-RPTSTA00_WS-WS-BATCH-TOTAL,DEFINES
RPTSTA00,program_ws,WORKING-STORAGE,REC-RPTSTA00_WS-FILLER-88,DEFINES
RPTSTA00,program_ws,WORKING-STORAGE,REC-RPTSTA00_WS-FILLER-89,DEFINES
RPTSTA00,program_ws,WORKING-STORAGE,REC-RPTSTA00_WS-WS-SUCCESS-RATE,DEFINES
RPTSTA00,program_ws,WORKING-STORAGE,REC-RPTSTA00_WS-FILLER-91,DEFINES
RPTSTA00,program_ws,WORKING-STORAGE,REC-RPTSTA00_WS-FILLER-92,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-WS-FILE-STATUS,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-WS-REPORT-STATUS,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-WS-DB2-AREA,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-WS-CURRENT-DATE-DATA,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-WS-CURRENT-DATE,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-WS-CURRENT-YEAR,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-WS-CURRENT-MONTH,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-WS-CURRENT-DAY,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-WS-CURRENT-TIME,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-WS-CURRENT-HOUR,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-WS-CURRENT-MINUTE,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-WS-CURRENT-SECOND,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-WS-CURRENT-MS,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-WS-ANALYSIS-AREA,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-WS-START-TIME,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-WS-END-TIME,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-WS-PROGRAM-COUNT,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-WS-ERROR-COUNT,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-WS-WARNING-COUNT,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-WS-SUCCESS-COUNT,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-WS-SEVERE-COUNT,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-WS-REPORT-LINES,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-WS-HEADER1,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-FILLER-55,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-WS-HEADER2,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-FILLER-57,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-FILLER-58,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-FILLER-60,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-WS-HEADER3,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-FILLER-62,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-WS-RPT-DATE,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-FILLER-64,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-FILLER-65,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-WS-RPT-TIME,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-FILLER-67,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-WS-DETAIL-HDR,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-FILLER-69,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-FILLER-70,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-FILLER-71,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-FILLER-72,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-FILLER-73,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-FILLER-74,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-FILLER-75,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-FILLER-76,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-FILLER-77,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-FILLER-78,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-FILLER-79,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-FILLER-80,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-WS-DETAIL-LINE,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-WS-DTL-PROGRAM,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-FILLER-83,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-WS-DTL-TOTAL,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-FILLER-85,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-WS-DTL-SUCCESS,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-FILLER-87,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-WS-DTL-WARNING,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-FILLER-89,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-WS-DTL-ERROR,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-FILLER-91,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-WS-DTL-SEVERE,DEFINES
RTNANA00,program_ws,WORKING-STORAGE,REC-RTNANA00_WS-FILLER-93,DEFINES
RTNCDE00,program_ws,WORKING-STORAGE,REC-RTNCDE00_WS-WS-CURRENT-TIME,DEFINES
RTNCDE00,program_ws,WORKING-STORAGE,REC-RTNCDE00_WS-WS-CURRENT-DATE,DEFINES
RTNCDE00,program_ws,WORKING-STORAGE,REC-RTNCDE00_WS-WS-CURRENT-YEAR,DEFINES
RTNCDE00,program_ws,WORKING-STORAGE,REC-RTNCDE00_WS-WS-CURRENT-MONTH,DEFINES
RTNCDE00,program_ws,WORKING-STORAGE,REC-RTNCDE00_WS-WS-CURRENT-DAY,DEFINES
RTNCDE00,program_ws,WORKING-STORAGE,REC-RTNCDE00_WS-WS-CURRENT-HOURS,DEFINES
RTNCDE00,program_ws,WORKING-STORAGE,REC-RTNCDE00_WS-WS-CURRENT-MINUTES,DEFINES
RTNCDE00,program_ws,WORKING-STORAGE,REC-RTNCDE00_WS-WS-CURRENT-SECONDS,DEFINES
RTNCDE00,program_ws,WORKING-STORAGE,REC-RTNCDE00_WS-WS-CURRENT-MILLISEC,DEFINES
RTNCDE00,program_ws,WORKING-STORAGE,REC-RTNCDE00_WS-WS-DB2-AREA,DEFINES
AUDPROC,program_ws,WORKING-STORAGE,REC-AUDPROC_WS-WS-FILE-STATUS,DEFINES
AUDPROC,program_ws,WORKING-STORAGE,REC-AUDPROC_WS-WS-FORMATTED-TIME,DEFINES
DB2CMT,program_ws,WORKING-STORAGE,REC-DB2CMT_WS-WS-SAVEPOINT-ID,DEFINES
DB2CMT,program_ws,WORKING-STORAGE,REC-DB2CMT_WS-WS-COMMIT-STATS,DEFINES
